z_r1_esq_real,z_r1_dir_real,triaxial-y,triaxial-z,s1_mola1,s1_mola2,s2_mola1,s2_mola2,target
-0.039890106767416,-0.05320713669061661,0.011581658385694027,-0.03895406424999237,-7.512885349569842e-05,1.871995482360944e-05,0.00010895611922023818,-5.741660061175935e-05,0.012531430460512638
0.051333919167518616,-0.06807421892881393,-0.03494351729750633,-0.028571391478180885,-0.0001541279925731942,0.000281524466117844,3.9102778828237206e-05,7.700539572397247e-05,0.02600879967212677
0.12688320875167847,-0.004913771990686655,0.01315393764525652,0.041350021958351135,-0.00010823326010722667,-0.00012586730008479208,-6.281649257289246e-05,3.054412445635535e-05,0.00812353752553463
0.11329583823680878,0.007218372076749802,0.03512243181467056,-0.02742682956159115,9.995186701416969e-05,-0.00022082930081523955,-0.0004686564498115331,0.0001274848182220012,0.01730664260685444
-0.02654808573424816,-0.046681638807058334,0.004561195615679026,0.05510803312063217,0.00015730582526884973,-1.9103514205198735e-05,-3.804250081884675e-05,-3.8585119909839705e-05,0.008561001159250736
-0.0570276640355587,0.03393673896789551,-0.024546582251787186,0.0396062508225441,-3.7350440834416077e-05,0.0002758713671937585,-7.530923176091164e-05,5.5023509048623964e-05,0.0224883072078228
0.10794798284769058,0.09240132570266724,-0.038275621831417084,0.025933828204870224,-0.00012421818973962218,0.0002545337483752519,-0.00021377269877120852,9.651587606640533e-05,0.02287355810403824
-0.06404522061347961,-0.1771416813135147,-0.015728937461972237,0.02368457056581974,-7.1115287028078455e-06,-1.716944098006934e-05,-0.00013637825031764805,0.00015683619130868465,0.01634795591235161
0.11823751032352448,-0.1647251695394516,-0.011125619523227215,0.020685609430074692,-3.582237332011573e-05,3.651901351986453e-05,8.777665061643347e-05,2.3774242436047643e-05,0.01462460309267044
-0.22606833279132843,-0.7179856896400452,-0.022735092788934708,0.002237327629700303,-0.0003625892277341336,0.00024460963322781026,-4.3732801714213565e-05,0.00012253515888005495,0.02883080765604973
0.07103657722473145,-0.0045850020833313465,0.007940957322716713,-0.014281222596764565,5.44520044059027e-05,-0.00012909332872368395,5.120032074046321e-05,2.633945769048296e-05,0.01219096314162016
-0.10953433066606522,-0.13865305483341217,0.03620421513915062,-0.01953822188079357,0.00048437435179948807,-0.0004314710386097431,-0.0003429811622481793,0.00036613893462345004,0.01674104854464531
0.018718359991908073,-0.01830812357366085,0.021117277443408966,-0.00500675430521369,-4.2487441533012316e-05,-0.00021381235274020582,1.2763329323206563e-05,0.00018249070853926241,0.008928469382226467
0.05594721436500549,-0.15523113310337067,0.06459403038024902,-0.0037725085858255625,0.00013800302986055613,-0.0003951597318518907,-2.9360870030359365e-05,-5.441715984488837e-06,0.006001131609082222
0.030627284198999405,0.052125174552202225,-0.054774209856987,-0.0024211860727518797,-0.00018641645146999508,0.00010856200970010832,-0.00016234218492172658,6.607754767173901e-05,0.018179379403591156
0.021228279918432236,0.010900227352976799,0.052931055426597595,-0.008619129657745361,0.0004540802910923958,-0.0004079507780261338,-0.00034191535087302327,0.0004952058079652488,0.012806227430701256
-0.03941105306148529,0.04333700239658356,0.014299803413450718,0.02012399025261402,0.0002571417426224798,-0.0001965035335160792,-0.0003360234550200403,0.000271461671218276,0.017914162948727608
-0.022876404225826263,2.759352684020996,-0.02802695333957672,-0.02824786864221096,-8.076453377725556e-05,7.85785960033536e-05,-0.00023811993014533073,0.00011086523591075093,0.01946844533085823
0.029613550752401352,-0.07968534529209137,-0.004082974977791309,-0.03965185955166817,-0.00011118978000013158,4.708441338152625e-05,7.103363168425858e-05,-6.095484422985464e-05,0.012935972772538662
0.03766642510890961,-0.017694881185889244,0.04336497187614441,0.05415399745106697,0.00013631192268803716,-0.0001951840240508318,-0.0002892273769248277,3.476634810795076e-05,0.010495076887309551
0.12751825153827667,0.2256571501493454,0.0326370894908905,-0.066799595952034,4.694491872214712e-05,-1.4443752661463805e-05,0.00016828961088322103,0.00025075679877772927,0.009303133934736252
-0.045520514249801636,0.09609957039356232,-0.001181171741336584,0.029933832585811615,-0.00012708513531833887,0.00024257109907921404,0.00021155645663384348,-0.00018390767218079418,0.014908642508089542
0.04507473111152649,0.0837024375796318,0.004354391247034073,0.07061012089252472,-0.0004299227148294449,0.00041021237848326564,0.0003459098224993795,-0.0006500162417069077,0.016805948689579964
-0.038604672998189926,0.03929608315229416,-0.03912368789315224,0.08794122189283371,-0.0005489791510626674,0.0005676899454556406,0.00028191774617880583,-0.00026952088228426874,0.022902552038431168
0.4838530123233795,0.0041549596935510635,-0.015646973624825478,0.002006384078413248,-0.00031430504168383777,0.00030616336152888834,0.00018119932792615145,-0.0001243638398591429,0.015672219917178154
-0.04433784633874893,0.019272785633802414,-0.00975914765149355,-0.021195705980062485,0.00013049374683760107,-9.662545926403254e-05,6.57194759696722e-05,-6.006337935104966e-05,0.011228224262595177
-0.2390376478433609,-0.025828823447227478,0.08692928403615952,0.09670107811689377,0.0004070409631822258,-0.0005525810993276536,-0.0004588268930092454,7.206043051155575e-08,0.009813004173338413
0.034581225365400314,-0.013179227709770203,0.030898254364728928,0.028607558459043503,-0.00012084378977306187,-9.394688095198944e-05,0.00012201737990835682,-0.0002009003219427541,0.007198801264166832
-0.2188141793012619,0.027300991117954254,-0.07742016017436981,0.013985233381390572,-0.0003081897448282689,0.00030023642466403544,-1.0105806723004207e-05,1.8539067241363227e-05,0.021399106830358505
0.17262890934944153,-0.022312959656119347,-0.013592188246548176,0.044024620205163956,0.0003071185783483088,-0.0002839023363776505,-0.00029061970417387784,0.0003367528843227774,0.015708578750491142
-0.02984422631561756,-0.033333517611026764,0.00017431755259167403,-0.11418046802282333,0.00041096514905802906,-0.0004836717853322625,-0.000260432279901579,0.00030032446375116706,0.00922187976539135
0.07078626751899719,0.011912758462131023,0.2499106377363205,0.04554380849003792,0.0009835994569584727,-0.0009550985414534807,-0.001141631742939353,0.001168784569017589,0.011741666123270988
-0.0804746150970459,0.14996123313903809,0.3294001817703247,0.051048681139945984,0.0007590728928335011,-0.0007847746019251645,-0.0005809286958537996,0.0006040920852683485,0.009776521474123001
-0.07210492342710495,0.18635030090808868,0.8160606622695923,-0.04306141659617424,0.0019369201036170125,-0.002306730253621936,-0.00013316742843016982,0.0006139811594039202,-0.031982459127902985
0.03670091554522514,0.028586560860276222,0.7987727522850037,0.018951525911688805,0.0006693264003843069,-0.0005999638233333826,0.0008748708060011268,-0.0005610903608612716,-0.01964263804256916
-1.0907831192016602,7.160450458526611,0.6962407231330872,-0.010682734660804272,-0.00011649930820567533,-0.00015477581473533064,0.0009237075573764741,-0.0010081526124849916,-0.022818652912974358
0.0900290310382843,0.113018698990345,0.79451584815979,0.03143360838294029,0.00013832634431309998,-0.00019619843806140125,0.0013157364446669817,-0.001476646983064711,-0.033067308366298676
-0.18172526359558105,-0.046105846762657166,0.7969540357589722,0.12390390038490295,-0.00010382751497672871,-0.0006432379595935345,0.0006772241904400289,-0.0011197053827345371,-0.021779745817184448
0.06149410456418991,-0.12023536115884781,0.9102293848991394,0.035892557352781296,0.0003034970723092556,-0.0011389509309083223,0.00046565139200538397,-0.0007443869253620505,-0.029110142961144447
0.28643330931663513,0.09262125939130783,0.9086212515830994,-0.012392186559736729,0.000935466552618891,-0.0010815224377438426,0.0008329318952746689,-0.0007443911745212972,-0.0365096740424633
0.0030549305956810713,0.0020737515296787024,0.7687271237373352,-0.04293174669146538,0.0005924031720496714,-0.0007969255093485117,0.0008377403719350696,-0.0006727047148160636,-0.028793778270483017
0.046363670378923416,0.21665145456790924,0.884329080581665,0.04846563562750816,0.0007680973503738642,-0.0015007337788119912,0.0005269472603686154,-0.0009955213172361255,-0.03466208279132843
0.15048901736736298,0.007272148039191961,0.8517611622810364,-0.05133139714598656,0.0008777992916293442,-0.0008099782280623913,0.0005997433909215033,-0.00010548575664870441,-0.023009389638900757
-0.07639706879854202,-0.2370465099811554,0.7084034085273743,0.0361592136323452,-0.0006004355964250863,-7.203688710433198e-06,0.0013049010885879397,-0.0014760413905605674,-0.030558953061699867
0.018980393186211586,0.04395333677530289,0.482856810092926,0.002447492675855756,-0.0009725233539938927,0.0008561132708564401,0.0016498526092618704,-0.001579302828758955,-0.0077701592817902565
-0.008044952526688576,0.006343950051814318,0.3318426311016083,-0.04553655534982681,-0.001007464830763638,0.0006072123651392758,0.0016977547202259302,-0.0017749706748872995,-0.009750371798872948
-0.07007990777492523,-0.02232065424323082,0.05666404590010643,-0.02226608619093895,-0.0006103126797825098,0.0006834031664766371,0.0011238240404054523,-0.0011330281849950552,0.014177978038787842
-0.09117905050516129,-0.12198033928871155,0.009133021347224712,-0.010763294994831085,4.2414601921336725e-05,4.821537368115969e-05,0.0001374638668494299,-0.0001837782619986683,0.032199740409851074
-0.008936152793467045,-0.05304764583706856,-0.006642296444624662,0.07623737305402756,-0.001166690606623888,4.616345904651098e-05,-0.000369348272215575,0.0003306714352220297,0.04599398002028465
0.1045752540230751,0.037800975143909454,-0.33172154426574707,0.09683339297771454,-0.002393668983131647,0.0019888824317604303,0.000319205952109769,-0.0006180203636176884,0.060772206634283066
0.07449469715356827,-0.02764374017715454,-0.48725417256355286,-0.03950043395161629,-0.0012043165042996407,0.0013093464076519012,0.0010880861664190888,-0.0009636819595471025,0.059134624898433685
2.348062753677368,0.42236292362213135,-0.5589503645896912,0.02672344073653221,-0.0008712768321856856,0.00035879816277883947,-0.00011084519792348146,-0.00034211293677799404,0.06845303624868393
-0.03334066644310951,0.07074921578168869,-0.8811609148979187,0.11017876118421555,-0.0013452130369842052,0.0009290234302170575,-0.0009185245726257563,0.0006274397601373494,0.09127192944288254
0.10405223071575165,0.035345349460840225,-0.7679205536842346,-0.004169739782810211,-0.0006769989267922938,0.0003289362066425383,-0.0006056473939679563,0.0007574833580292761,0.07776042819023132
-2.5722362995147705,0.0355822816491127,-0.6257296204566956,-0.050351835787296295,-0.0004288954078219831,0.0005118917906656861,-0.0003919648297596723,0.00076818693196401,0.0831398144364357
1.249596118927002,-0.34841567277908325,-0.7095232605934143,-0.08828470855951309,3.0500956199830398e-05,5.210150629864074e-05,-0.0005503150168806314,0.0008780959760770202,0.081086665391922
0.0011004760162904859,-0.14143072068691254,-0.791174054145813,-0.09611247479915619,-0.0006610552663914859,1.1678485861921217e-05,-0.0006597540923394263,0.0007655409281142056,0.08573658019304276
