z_r1_esq_real,z_r1_dir_real,z_r2_esq,z_r2_dir,y_r1_esq,y_r2_esq,y_r1_dir,y_r2_dir,y_eixo_r1_esq,z_eixo_r1_esq,y_eixo_r1_dir,z_eixo_r1_dir,y_eixo_r2_esq,z_eixo_r2_esq,y_eixo_r2_dir,z_eixo_r2_dir,triaxial-y,triaxial-z,roll,pitch,s1_mola1,s1_mola2,s2_mola1,s2_mola2,target
-0.039890106767416,-0.05320713669061661,0.08791819959878922,-0.02646387182176113,-0.01689457707107067,-0.06266229599714279,-0.01712178997695446,-0.0628117173910141,0.004680337850004435,-0.04106270894408226,0.004690801724791527,-0.05320959538221359,-0.03762158378958702,0.09238449484109879,-0.037616949528455734,-0.032197050750255585,0.011581658385694027,-0.03895406424999237,0.0003374771913513541,-0.00012572240666486323,-7.512885349569842e-05,1.871995482360944e-05,0.00010895611922023818,-5.741660061175935e-05,0.01723533868789673
0.051333919167518616,-0.06807421892881393,-0.02249072678387165,-0.09687700867652893,-0.029755905270576477,-0.04490470886230469,-0.02890048176050186,-0.04358166456222534,-0.028383595868945122,0.10705966502428055,-0.028291815891861916,-0.004971831571310759,-0.041491810232400894,0.029781155288219452,-0.041389983147382736,-0.09744975715875626,-0.03494351729750633,-0.028571391478180885,-0.00024322376702912152,0.0002131330402335152,-0.0001541279925731942,0.000281524466117844,3.9102778828237206e-05,7.700539572397247e-05,0.018230438232421875
0.12688320875167847,-0.004913771990686655,0.0568569079041481,0.02308014966547489,0.19422714412212372,0.1538306474685669,0.056746430695056915,0.0618688128888607,0.015401295386254787,0.02126430533826351,0.01541435532271862,0.0029056190978735685,0.012606006115674973,-0.027310406789183617,0.012635946273803711,0.03773849084973335,0.01315393764525652,0.041350021958351135,-0.00042469141772016883,-5.271803092909977e-05,-0.00010823326010722667,-0.00012586730008479208,-6.281649257289246e-05,3.054412445635535e-05,0.0110027389600873
0.11329583823680878,0.007218372076749802,0.03621307387948036,-0.02675064466893673,-0.023653853684663773,-0.005710560828447342,-0.021358858793973923,-0.0022161214146763086,-0.009134525433182716,0.07627874612808228,-0.009128970094025135,0.035928722470998764,0.010808398015797138,-0.005275453440845013,0.010809695348143578,0.007340121548622847,0.03512243181467056,-0.02742682956159115,-0.00026764534413814545,2.2533971787197515e-05,9.995186701416969e-05,-0.00022082930081523955,-0.0004686564498115331,0.0001274848182220012,0.024396862834692
-0.02654808573424816,-0.046681638807058334,-0.12939347326755524,-0.008967478759586811,0.014664185233414173,0.06862635910511017,0.007055813912302256,0.05715298652648926,0.0076921116560697556,-0.06796751171350479,0.007744933478534222,-0.0005488214665092528,0.03990502655506134,-0.17636297643184662,0.039928555488586426,0.04319415241479874,0.004561195615679026,0.05510803312063217,0.0003471582313068211,0.00031723760184831917,0.00015730582526884973,-1.9103514205198735e-05,-3.804250081884675e-05,-3.8585119909839705e-05,0.013932091183960438
-0.0570276640355587,0.03393673896789551,0.024827491492033005,-0.1146417036652565,0.015407691709697247,-0.02482396364212036,0.015346277505159378,-0.024854611605405807,0.009223808534443378,-0.0747317299246788,0.009252061136066914,0.05152837559580803,-0.01140371710062027,0.021724959835410118,-0.011305245570838451,-0.11147096008062363,-0.024546582251787186,0.0396062508225441,-0.00018757164070848376,-2.5859901143121533e-05,-3.7350440834416077e-05,0.0002758713671937585,-7.530923176091164e-05,5.5023509048623964e-05,0.01712639443576336
0.10794798284769058,0.09240132570266724,-0.03387037292122841,0.027214184403419495,-0.06492185592651367,-0.07634536176919937,0.1556113213300705,0.044284284114837646,-0.06646207720041275,0.15474458038806915,-0.06635001301765442,-0.06647360324859619,-0.06611233949661255,0.044432632625103,-0.06608140468597412,-0.16545483469963074,-0.038275621831417084,0.025933828204870224,-0.0006253277533687651,0.00015204733063001186,-0.00012421818973962218,0.0002545337483752519,-0.00021377269877120852,9.651587606640533e-05,0.024812620133161545
-0.06404522061347961,-0.1771416813135147,-0.0034600109793245792,-0.10158082842826843,-0.05871131643652916,-0.05556657537817955,0.03681236132979393,0.06681062281131744,-0.0440191850066185,-0.03744315356016159,-0.04401431605219841,-0.06748899817466736,-0.029116984456777573,-0.010858222842216492,-0.029116977006196976,-0.04642370343208313,-0.015728937461972237,0.02368457056581974,-0.0004714936076197773,-0.00011578034172998741,-7.1115287028078455e-06,-1.716944098006934e-05,-0.00013637825031764805,0.00015683619130868465,0.02177887037396431
0.11823751032352448,-0.1647251695394516,-0.010703545063734055,-0.15261545777320862,-0.012383637018501759,0.006184043828397989,0.07919104397296906,0.11287199705839157,-0.008431389927864075,0.12041909992694855,-0.008428895846009254,0.003630709135904908,0.0007665425655432045,-0.015076806768774986,0.0007669874466955662,-0.020822832360863686,-0.011125619523227215,0.020685609430074692,-0.0003037798451259732,0.0002135363029083237,-3.582237332011573e-05,3.651901351986453e-05,8.777665061643347e-05,2.3774242436047643e-05,0.019633933901786804
-0.22606833279132843,-0.7179856896400452,0.12781967222690582,-0.2808779180049896,0.18864336609840393,0.28696587681770325,-0.01884332112967968,0.09230004996061325,0.06671387702226639,0.20717637240886688,0.06673681735992432,0.3329845368862152,0.1556769758462906,0.3278878629207611,0.15572033822536469,0.5473111867904663,-0.022735092788934708,0.002237327629700303,-0.0003480343730188906,-0.0002807282726280391,-0.0003625892277341336,0.00024460963322781026,-4.3732801714213565e-05,0.00012253515888005495,0.021848242729902267
0.07103657722473145,-0.0045850020833313465,0.03820803761482239,0.09279072284698486,-0.01918300800025463,0.018691422417759895,-0.020954560488462448,0.015013674274086952,-0.010923395864665508,0.0923813134431839,-0.010838563553988934,-0.03203865513205528,0.015269868075847626,0.04589983448386192,0.015329440124332905,0.07570937275886536,0.007940957322716713,-0.014281222596764565,-0.0006157069001346827,-5.1588496717158705e-05,5.44520044059027e-05,-0.00012909332872368395,5.120032074046321e-05,2.633945769048296e-05,0.011752801015973091
-0.10953433066606522,-0.13865305483341217,0.0721636414527893,0.06638676673173904,-0.024577531963586807,-0.016399115324020386,-0.024539129808545113,-0.01645474135875702,-0.02061673067510128,-0.06313880532979965,-0.020609380677342415,-0.1848834753036499,-0.014987833797931671,0.11299736797809601,-0.014981591142714024,0.023845423012971878,0.03620421513915062,-0.01953822188079357,-0.0007996233180165291,-0.00014491501497104764,0.00048437435179948807,-0.0004314710386097431,-0.0003429811622481793,0.00036613893462345004,0.013089464977383614
0.018718359991908073,-0.01830812357366085,0.2337377667427063,0.07698889076709747,0.013299466110765934,-0.02604222670197487,0.0023369977716356516,-0.03764947131276131,0.011902851052582264,0.023603910580277443,0.011941567063331604,-0.009532628580927849,-0.01588457077741623,0.24553722143173218,-0.015831219032406807,0.07847315818071365,0.021117277443408966,-0.00500675430521369,-0.00022844945488031954,-0.00043130654376000166,-4.2487441533012316e-05,-0.00021381235274020582,1.2763329323206563e-05,0.00018249070853926241,0.014899578876793385
0.05594721436500549,-0.15523113310337067,0.16342009603977203,0.017932996153831482,-0.054635513573884964,-0.5849018096923828,-0.07868725061416626,-0.026839112862944603,-0.010694123804569244,0.01785222999751568,-0.010692065581679344,-0.15737171471118927,0.15681040287017822,0.09348278492689133,0.15686096251010895,0.07493002712726593,0.06459403038024902,-0.0037725085858255625,-0.00010055023449240252,-0.000514738610945642,0.00013800302986055613,-0.0003951597318518907,-2.9360870030359365e-05,-5.441715984488837e-06,0.01090320572257042
0.030627284198999405,0.052125174552202225,-0.13249747455120087,-0.06109296903014183,0.012361236847937107,0.025330040603876114,0.012429476715624332,0.02537013404071331,0.008679577149450779,0.017116915434598923,0.00869649089872837,0.06546047329902649,0.017418216913938522,-0.14948976039886475,0.017446354031562805,-0.0445406474173069,-0.054774209856987,-0.0024211860727518797,6.342354754451662e-05,6.596319144591689e-05,-0.00018641645146999508,0.00010856200970010832,-0.00016234218492172658,6.607754767173901e-05,0.020404508337378502
0.021228279918432236,0.010900227352976799,0.024170678108930588,-0.03715452551841736,0.030979270115494728,0.0068593136966228485,0.0345831997692585,-0.005511850584298372,0.0451977401971817,-0.03927100822329521,0.045210521668195724,0.10595947504043579,0.021015595644712448,0.07773777097463608,0.021043553948402405,0.04569065198302269,0.052931055426597595,-0.008619129657745361,-0.0004570990859065205,0.00010881364141823724,0.0004540802910923958,-0.0004079507780261338,-0.00034191535087302327,0.0004952058079652488,0.020477037876844406
-0.03941105306148529,0.04333700239658356,-0.03418776020407677,-0.19181020557880402,0.008522245101630688,-0.035316795110702515,0.007678707595914602,-0.036125220358371735,0.0034610398579388857,-0.04586665704846382,0.003478797385469079,0.05060884356498718,-0.01995793730020523,-0.025235358625650406,-0.019896401092410088,-0.19948622584342957,0.014299803413450718,0.02012399025261402,-0.0001397229207213968,-6.935890996828675e-05,0.0002571417426224798,-0.0001965035335160792,-0.0003360234550200403,0.000271461671218276,0.013955614529550076
-0.022876404225826263,2.759352684020996,0.08245868980884552,0.8787617087364197,-0.01485808938741684,0.013366769067943096,0.20225174725055695,-0.011663388460874557,-0.06346140801906586,-0.003492562798783183,-0.06344132870435715,-0.03578602895140648,-0.04920435696840286,0.10383449494838715,-0.0492028072476387,-0.02253646031022072,-0.02802695333957672,-0.02824786864221096,-0.00015724821423646063,-0.00013956658949609846,-8.076453377725556e-05,7.85785960033536e-05,-0.00023811993014533073,0.00011086523591075093,0.01997159793972969
0.029613550752401352,-0.07968534529209137,0.11540386080741882,0.14771094918251038,-0.027643056586384773,-0.011512862518429756,-0.02764819748699665,-0.011529318988323212,-0.016310034319758415,0.06328272074460983,-0.016270838677883148,-0.11294432729482651,-0.012307818979024887,0.13997095823287964,-0.012303309515118599,0.1230606660246849,-0.004082974977791309,-0.03965185955166817,-0.0002473501372151077,-0.00012847286416217685,-0.00011118978000013158,4.708441338152625e-05,7.103363168425858e-05,-6.095484422985464e-05,0.019301027059555054
0.03766642510890961,-0.017694881185889244,0.07295652478933334,0.0873098149895668,0.013820200227200985,0.03897394239902496,0.01617707684636116,0.04172474518418312,0.016200058162212372,-0.02549489587545395,0.01622181199491024,0.042269591242074966,0.03709473833441734,0.006689129862934351,0.03710218518972397,0.1498211771249771,0.04336497187614441,0.05415399745106697,-4.95090389449615e-05,0.00011161371367052197,0.00013631192268803716,-0.0001951840240508318,-0.0002892273769248277,3.476634810795076e-05,0.018519582226872444
0.12751825153827667,0.2256571501493454,-0.057268522679805756,0.05731434002518654,-0.020338008180260658,0.030028000473976135,0.05398016422986984,0.04513160511851311,0.03639078140258789,0.01687777042388916,0.03642817586660385,0.2486748844385147,0.03672764077782631,-0.11614364385604858,0.03673207014799118,0.08475176990032196,0.0326370894908905,-0.066799595952034,0.00045037054223939776,0.0002691238187253475,4.694491872214712e-05,-1.4443752661463805e-05,0.00016828961088322103,0.00025075679877772927,0.010634996928274632
-0.045520514249801636,0.09609957039356232,-0.1908692568540573,0.04919137433171272,0.037685319781303406,0.05433960631489754,0.05191056802868843,0.06853573024272919,0.03174573928117752,-0.0635371059179306,0.0317486934363842,0.10023139417171478,0.04041692987084389,-0.21518677473068237,0.04041830822825432,0.05978337675333023,-0.001181171741336584,0.029933832585811615,0.0008783829980529845,0.0002870704047381878,-0.00012708513531833887,0.00024257109907921404,0.00021155645663384348,-0.00018390767218079418,0.01164453849196434
0.04507473111152649,0.0837024375796318,-0.1544979363679886,-0.0015748898731544614,-0.005111542996019125,0.03232554346323013,-0.004526619799435139,0.0318446159362793,-0.013617328368127346,0.07246622443199158,-0.013616353273391724,0.05689220130443573,0.01325973030179739,-0.1361483484506607,0.01326312217861414,-0.019464869052171707,0.004354391247034073,0.07061012089252472,0.00119023269508034,6.31304137641564e-05,-0.0004299227148294449,0.00041021237848326564,0.0003459098224993795,-0.0006500162417069077,0.012135728262364864
-0.038604672998189926,0.03929608315229416,0.13889656960964203,0.1473904401063919,0.08970582485198975,0.013334754854440689,0.03356383368372917,-0.003404662711545825,0.009927504695951939,0.09020893275737762,0.00996669102460146,-0.014249611645936966,-0.011896955780684948,0.08443830907344818,-0.011822693981230259,0.12279609590768814,-0.03912368789315224,0.08794122189283371,0.0007775170961394906,0.00013281787687446922,-0.0005489791510626674,0.0005676899454556406,0.00028191774617880583,-0.00026952088228426874,0.01621261239051819
0.4838530123233795,0.0041549596935510635,0.14784683287143707,-0.016512269154191017,0.006500351708382368,0.0298245120793581,0.017103025689721107,0.047379400581121445,0.022415902465581894,0.08074485510587692,0.02241879142820835,0.006289233919233084,0.0408436581492424,-0.030565161257982254,0.04084564372897148,0.02830871008336544,-0.015646973624825478,0.002006384078413248,0.00010783757170429453,1.583913945069071e-05,-0.00031430504168383777,0.00030616336152888834,0.00018119932792615145,-0.0001243638398591429,0.013501672074198723
-0.04433784633874893,0.019272785633802414,0.13405127823352814,-0.014093929901719093,0.006448671687394381,-0.02928374521434307,9.099812450585887e-05,-0.034897565841674805,0.0030148488003760576,-0.05334954336285591,0.0030292500741779804,0.03284217044711113,-0.014951157383620739,0.13823513686656952,-0.014937243424355984,-0.013381391763687134,-0.00975914765149355,-0.021195705980062485,-0.00028802469023503363,-0.00014384630776476115,0.00013049374683760107,-9.662545926403254e-05,6.57194759696722e-05,-6.006337935104966e-05,0.01698901876807213
-0.2390376478433609,-0.025828823447227478,0.0888075903058052,0.5014782547950745,0.04795380309224129,0.011384903453290462,0.13954190909862518,0.28077054023742676,0.06027799844741821,-0.29159989953041077,0.06028464436531067,-0.10744830965995789,0.05618869885802269,0.02488565258681774,0.0562150776386261,0.00574257830157876,0.08692928403615952,0.09670107811689377,2.605575355119072e-05,-0.0001373934355797246,0.0004070409631822258,-0.0005525810993276536,-0.0004588268930092454,7.206043051155575e-08,0.01263986062258482
0.034581225365400314,-0.013179227709770203,-0.02431686595082283,-0.011204390786588192,-0.06522110104560852,-0.11561917513608932,-0.0856572836637497,-0.13119161128997803,-0.05400273576378822,0.0048004635609686375,-0.05398739129304886,-0.3213404715061188,-0.10710644721984863,-0.04699262976646423,-0.10710299760103226,-0.21390555799007416,0.030898254364728928,0.028607558459043503,0.000395052891690284,-0.00013696243695449084,-0.00012084378977306187,-9.394688095198944e-05,0.00012201737990835682,-0.0002009003219427541,0.01258416473865509
-0.2188141793012619,0.027300991117954254,0.01755344867706299,-0.05113525316119194,0.15711528062820435,-0.055360931903123856,0.012293722480535507,-0.03417300432920456,0.008032333105802536,-0.05090859904885292,0.008091825060546398,0.03308667987585068,-0.029735088348388672,0.0774485319852829,-0.029664410278201103,-0.0631190687417984,-0.07742016017436981,0.013985233381390572,-0.00016173005860764533,-0.00024520279839634895,-0.0003081897448282689,0.00030023642466403544,-1.0105806723004207e-05,1.8539067241363227e-05,0.021032171323895454
0.17262890934944153,-0.022312959656119347,-0.007356568705290556,-0.16528688371181488,-0.06793766468763351,-0.05483957752585411,-0.07591381669044495,-0.05515388399362564,-0.049272194504737854,0.1965576857328415,-0.04922669008374214,-0.04688190296292305,-0.03486238047480583,0.014856238849461079,-0.03486054018139839,-0.18701708316802979,-0.013592188246548176,0.044024620205163956,-0.0015105600468814373,-2.5541326067468617e-06,0.0003071185783483088,-0.0002839023363776505,-0.00029061970417387784,0.0003367528843227774,0.019996633753180504
-0.02984422631561756,-0.033333517611026764,-0.1236376091837883,-0.06251803040504456,0.013273347169160843,0.027770904824137688,0.0004994434420950711,0.01596035808324814,0.006616937927901745,-0.012266268953680992,0.006869422737509012,-0.040943846106529236,0.015866804867982864,-0.10973234474658966,0.016171278432011604,-0.06691128760576248,0.00017431755259167403,-0.11418046802282333,-0.0019146461272612214,8.553719089832157e-05,0.00041096514905802906,-0.0004836717853322625,-0.000260432279901579,0.00030032446375116706,0.010168883018195629
0.07078626751899719,0.011912758462131023,-0.002660456346347928,-0.1319405734539032,0.3584470748901367,0.22261042892932892,0.34753453731536865,0.2232176512479782,0.3705389201641083,-0.5256017446517944,0.3710402250289917,0.6119652986526489,0.2443961501121521,-0.5666584372520447,0.24485275149345398,0.4359293282032013,0.2499106377363205,0.04554380849003792,-0.015582775697112083,-0.0002517514512874186,0.0009835994569584727,-0.0009550985414534807,-0.001141631742939353,0.001168784569017589,0.09376345574855804
-0.0804746150970459,0.14996123313903809,-0.009676914662122726,0.06155949458479881,0.6464375853538513,0.5004194378852844,0.7671328186988831,0.6392466425895691,0.680164635181427,-1.4256083965301514,0.6822188496589661,1.3324339389801025,0.5701825022697449,-1.2507668733596802,0.5720295310020447,1.1895785331726074,0.3294001817703247,0.051048681139945984,-0.028661848977208138,-0.0004935022443532944,0.0007590728928335011,-0.0007847746019251645,-0.0005809286958537996,0.0006040920852683485,0.14275792241096497
-0.07210492342710495,0.18635030090808868,0.22222092747688293,-0.041869428008794785,0.9011103510856628,0.6591855883598328,0.9041106104850769,0.6627476811408997,0.8888789415359497,-1.7478326559066772,0.8924673795700073,1.8135396242141724,0.6939313411712646,-1.369442105293274,0.6975321769714355,1.5507757663726807,0.8160606622695923,-0.04306141659617424,-0.04191693291068077,-0.0016013130079954863,0.0019369201036170125,-0.002306730253621936,-0.00013316742843016982,0.0006139811594039202,0.15697887539863586
